Track URI,Track Name,Artist Name(s),Artist Genres,Danceability,Energy,Speechiness,Valence,Tempo,Mood
spotify:track:7taFX7eVj0SR36wtNjRaoY,Same Old Girl,Darryl Cotton,"pop, rock",0.652,0.553,0.0343,0.759,124.212,Joyful
spotify:track:1i9KZctiFjJwuD2LFTThqN,Little Children,"Billy J. Kramer, The Dakotas","british invasion,merseybeat,merseybeat",0.576,0.528,0.0325,0.707,104.979,Joyful
spotify:track:5AoTuHE5P5bvC7BBppYnja,Respect - 2003 Remaster,Aretha Franklin,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz",0.744,0.611,0.0333,0.961,114.991,Joyful
spotify:track:0NKv1n25UpKKhZbp5UVV6P,April Sun in Cuba,Dragon,"australian rock,kiwi rock",0.786,0.552,0.0658,0.905,121.422,Joyful
spotify:track:5VRd33u1KGRSOVfp77npPM,Is It Love,Twenty 4 Seven,"eurodance,hip house",0.644,0.946,0.0565,0.819,140.008,Joyful
spotify:track:3h4udS0WeWbsur3yfjvnm4,Reet Petite,Jackie Wilson,"chicago soul,classic soul,rock-and-roll,soul",0.664,0.66,0.13,0.873,84.345,Joyful
spotify:track:1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,"album rock,blues rock,british blues,classic rock,country rock,folk,folk rock,heartland rock,mellow gold,psychedelic rock,rock,soft rock,southern rock",0.653,0.519,0.0497,0.822,98.883,Joyful
spotify:track:6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,pop,0.771,0.671,0.0553,0.714,85.026,Joyful
spotify:track:3C0WDkRRf9VUNs59sTT6Wr,In My Pocket,Mandy Moore,"dance pop,neo mellow,post-teen pop",0.687,0.953,0.0873,0.838,109.039,Joyful
spotify:track:3M9Apu4OZfylLTFKvgEtKa,Ritual,"Tiësto, Jonas Blue, Rita Ora","big room,brostep,dutch edm,edm,house,pop dance,slap house,trance,pop,pop dance,tropical house,uk dance,dance pop,pop,uk pop",0.647,0.726,0.0552,0.767,114.996,Joyful
spotify:track:3NWpG50DNlO8IiVdx6Ig3w,Dead Skunk,Loudon Wainwright III,"folk,singer-songwriter",0.633,0.655,0.0312,0.967,146.868,Joyful
spotify:track:4My8w8AA1JpG6E5SiAPvJL,Kiss You,One Direction,"boy band,pop,post-teen pop,talent show",0.637,0.93,0.0511,0.886,90.014,Joyful
spotify:track:3L0mVxjD0YZ2a47CJpz9sI,Space Invaders,Player 1,"electronic, funk/soul",0.816,0.521,0.0395,0.761,126.096,Joyful
spotify:track:4amvcCLMlTiU6mQfwFGRl8,21,Hunter Hayes,"contemporary country,country,country road,modern country rock",0.501,0.9,0.0433,0.943,160.096,Joyful
spotify:track:5VSAonaAPhhGn0G7hMYwWK,Sister Golden Hair,America,"album rock,classic rock,folk rock,heartland rock,mellow gold,soft rock",0.441,0.547,0.0337,0.716,134.753,Joyful
spotify:track:4DKwSX88UJIeAc5P5JUYrw,Peek a Boo,New Vaudeville Band,"british invasion,vaudeville",0.678,0.488,0.0361,0.815,115.662,Joyful
spotify:track:4DFHOaiMTmqtrSffaJa89c,The Riddle,Nik Kershaw,"new romantic,new wave,new wave pop",0.564,0.449,0.0281,0.941,101.842,Joyful
spotify:track:0viZ7D81W8pD65TkzaFkXT,Love Is A Battlefield,Pat Benatar,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",0.683,0.637,0.049,0.884,90.637,Joyful
spotify:track:2famEVqMMVijRxsFexsk05,Hey Mr. D.J. - Original Mix - Edit,Zhané,"contemporary r&b,r&b",0.84,0.668,0.0631,0.89,101.295,Joyful
spotify:track:6uA1FgFbQkI6L6BvOOmx3x,Counting The Beat,The Swingers,"australian rock,classic nz pop,kiwi rock",0.417,0.705,0.0656,0.922,193.668,Joyful
spotify:track:4DhbiXEuV7JxSR0wuqetTa,Free Ride,The Edgar Winter Group,"album rock,blues rock,british blues,classic rock,country rock,electric blues,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.674,0.686,0.0597,0.814,124.204,Joyful
spotify:track:4El5PLBdC4klnDiyL0Sf8v,Live It Up - Remastered,Mental As Anything,australian rock,0.67,0.884,0.0278,0.94,119.834,Joyful
spotify:track:5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,"hi-nrg,new romantic,new wave,new wave pop,sophisti-pop,synthpop",0.685,0.584,0.0276,0.939,134.546,Joyful
spotify:track:1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,hip hop,0.867,0.517,0.0875,0.866,133.148,Joyful
spotify:track:0EMmVUYs9ZZRHtlADB88uz,Come On Eileen,Dexys Midnight Runners,"new romantic,new wave,new wave pop",0.45,0.658,0.0472,0.781,106.799,Joyful
spotify:track:0erLC308krrTFGETw7GYgC,Waterfalls,Timomatic,"australian pop,australian talent show",0.767,0.626,0.0503,0.785,127.993,Joyful
spotify:track:1gPZsYflLQSUNSqJzhpbA2,Mendocino,Sir Douglas Quintet,cosmic american,0.555,0.567,0.0305,0.969,132.777,Joyful
spotify:track:2wTdZ6wy0AJp5LcYzWcVt5,Down in the Boondocks,Billy Joe Royal,"bubblegum pop,classic garage rock,merseybeat",0.675,0.588,0.0457,0.94,82.949,Joyful
spotify:track:64c84nqx8WuBqqWCqsJfRs,Does Your Chewing Gum Lose It's Flavour (On The Bedpost Overnight)?,Lonnie Donegan,skiffle,0.691,0.832,0.286,0.885,113.789,Joyful
spotify:track:3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,Led Zeppelin,"album rock,classic rock,hard rock,rock",0.437,0.864,0.0904,0.749,81.394,Joyful
spotify:track:1lqMLr9Wj7SM2F9AikGcxN,Hurricane,Bob Dylan,"classic rock,country rock,folk,folk rock,rock,roots rock,singer-songwriter",0.509,0.827,0.0782,0.743,135.601,Joyful
spotify:track:7s25THrKz86DM225dOYwnr,Respect,Aretha Franklin,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz",0.805,0.558,0.041,0.965,114.95,Joyful
spotify:track:6SpLc7EXZIPpy0sVko0aoU,Misery Business,Paramore,"candy pop,pixie,pop,pop emo,pop punk,rock",0.517,0.906,0.0735,0.731,172.977,Joyful
spotify:track:41BtDzOBZEVr8ugEpOOmqz,Good Timin,Jimmy Jones,"doo-wop,rhythm and blues",0.599,0.589,0.197,0.96,145.171,Joyful
spotify:track:3rk4aJ0vAj3cFUIQEeASkT,Green Green Grass,George Ezra,"folk-pop,neo-singer-songwriter",0.685,0.738,0.0595,0.8,112.972,Joyful
spotify:track:0Kb1OykZK7OYNqQ58KZ0rj,Party Lights,Claudine Clark,r&b,0.645,0.6,0.238,0.701,135.593,Joyful
spotify:track:2G5Uvo1Qhnfr3fpJJlS4Ot,Mississippi - Single Version,John Phillips,cosmic american,0.647,0.634,0.0428,0.962,96.178,Joyful
spotify:track:7jyvUW9Zny8tt0yHP0TX8R,Uptown Funk,"Mark Ronson, Bruno Mars","pop soul,dance pop,pop",0.855,0.658,0.0978,0.944,114.994,Joyful
spotify:track:6WQp6ef4S24dbtfpDb1cmn,Bad Influence,P!nk,"dance pop,pop",0.665,0.902,0.0518,0.754,138.074,Joyful
spotify:track:76ICmoJ4PcoMWoooaTxnQs,Land of 1000 Dances,Wilson Pickett,"classic soul,memphis soul,soul,southern soul",0.618,0.588,0.0735,0.768,86.903,Joyful
spotify:track:4cIwg5VY8Lo1NYwq7llOth,Steal My Kisses,Ben Harper And The Innocent Criminals,modern folk rock,0.914,0.56,0.113,0.87,101.019,Joyful
spotify:track:2kzRSiyignH8yzPTrWvyPo,No Sleep,Wiz Khalifa,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",0.653,0.711,0.0623,0.769,160.048,Joyful
spotify:track:13s6dCsNpSZflwVu2uzzPi,Touch Me (I Want Your Body),Samantha Fox,"hi-nrg,new romantic,new wave pop",0.664,0.679,0.0298,0.722,104.851,Joyful
spotify:track:7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,Van Halen,"album rock,classic rock,hard rock,rock",0.572,0.835,0.0317,0.795,129.981,Joyful
spotify:track:3CNqo3gYrfexdrtjFmC9he,Where Is The Love?,Black Eyed Peas,"dance pop,pop,pop rap",0.834,0.696,0.197,0.804,94.09,Joyful
spotify:track:1MzXFDFEdndvOReLnoZ0p7,Wiggle (feat. Snoop Dogg),"Jason Derulo, Snoop Dogg","dance pop,pop,g funk,gangster rap,hip hop,pop rap,rap,west coast rap",0.697,0.621,0.25,0.721,81.946,Joyful
spotify:track:3l2hbXdvmaH3tUd3qWLKgm,I Am Woman,Helen Reddy,"adult standards,bubblegum pop,mellow gold,soft rock",0.392,0.681,0.0367,0.711,171.162,Joyful
spotify:track:4yrM5BVyJzy5Ed4GPO6e8j,I Wanna Be Your Lover,Prince,"funk,funk rock,minneapolis sound,rock,synth funk",0.812,0.507,0.0452,0.729,114.832,Joyful
spotify:track:37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,Bon Jovi,"glam metal,rock",0.532,0.887,0.0335,0.795,122.511,Joyful
spotify:track:3e6KjCq67doBTbCeJTPQSi,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,"classic soul,disco,motown,quiet storm,soul",0.667,0.599,0.0291,0.971,127.935,Joyful
spotify:track:53B2XmmjJ9rriW1qciMBeX,Treat You Better,Shawn Mendes,"canadian pop,pop,viral pop",0.45,0.825,0.372,0.742,82.823,Joyful
spotify:track:2aBHx4EybTCa54AgHlYZiO,Stay,Maurice Williams & The Zodiacs,"doo-wop, rock",0.521,0.765,0.0685,0.824,123.591,Joyful
spotify:track:4kPLmTsTwA6wvtcbb0LtbM,Romeo's Tune,Steve Forbert,"folk,heartland rock,roots rock,singer-songwriter",0.571,0.721,0.0307,0.733,95.027,Joyful
spotify:track:4OenhMVR0XFtaDnKVsLQ2z,Spicks and Specks - 2012 Remaster,Bee Gees,"disco,mellow gold,soft rock",0.673,0.656,0.0346,0.733,121.449,Joyful
spotify:track:5WeHEbyAGCQ7fB3IF2FeD8,Sweet Pea,Tommy Roe,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll",0.586,0.755,0.0341,0.963,119.634,Joyful
spotify:track:48TX0FwarzQpMLuI2V0sfe,5.7.0.5,City Boy,"rock, folk",0.677,0.63,0.0469,0.895,124.312,Joyful
spotify:track:1HaZ5x3c3HXRrLLHfsjO5p,Family Portrait,P!nk,"dance pop,pop",0.761,0.687,0.0487,0.779,91.808,Joyful
spotify:track:0VXNv42fMCHUaugnEgTeI7,Kiss Me More (feat. SZA),"Doja Cat, SZA","dance pop,pop,pop,r&b,rap",0.781,0.692,0.0301,0.726,110.962,Joyful
spotify:track:3v9iO1CBOG37cyHFajwyFV,This Craziness Inside of Me,Steady Rollin,indie salvadoreno,0.655,0.918,0.0292,0.849,126.018,Joyful
spotify:track:3R8lr1Y1kPgXEbnXkcMMlT,Call On Me - Ryan Riback Remix,"Starley, Ryan Riback","aussietronica,melbourne bounce",0.691,0.821,0.0401,0.759,104.961,Joyful
spotify:track:2HP8EOfdW5ALuWuSZLswWK,Our Time Now,Plain White T's,"modern rock,neo mellow,neon pop punk,pop punk,pop rock",0.579,0.921,0.0347,0.951,102.988,Joyful
spotify:track:6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion","pop,houston rap,pop,rap,trap queen",0.713,0.676,0.027,0.721,99.048,Joyful
spotify:track:32lF1rsInDTdK6Av3KdfaY,You Get What You Give,New Radicals,pop rock,0.621,0.901,0.0302,0.744,113.967,Joyful
spotify:track:4CU6WHrOTupJ6XgeYAAeCO,Uptown,The Crystals,"classic girl group,doo-wop,rock-and-roll",0.665,0.699,0.0302,0.785,112.623,Joyful
spotify:track:2p6zmKJRv7dXShA1Sq4rqF,20 Miles,Ray Brown And The Whispers,rock,0.6,0.637,0.0302,0.974,129.699,Joyful
spotify:track:1m4dXbkplvaOO4Wbdjbwxs,Me Too,Meghan Trainor,"hip pop,pop",0.935,0.694,0.101,0.834,123.824,Joyful
spotify:track:6fS0rs4tiEgBMEB2Ln586G,LoveStoned / I Think She Knows - Radio Edit,Justin Timberlake,"dance pop,pop",0.827,0.66,0.0529,0.854,121.236,Joyful
spotify:track:0QnONzv3TvHAWk294h6DaQ,Last Kiss,Pearl Jam,"alternative metal,alternative rock,classic rock,grunge,permanent wave,rock",0.622,0.692,0.0276,0.774,112.053,Joyful
spotify:track:5Ow9WdJ08ao62tsEz1YaCq,Rehab - Pharoahe Monch Remix,"Amy Winehouse, Pharoahe Monch","british soul,neo soul,conscious hip hop,east coast hip hop,queens hip hop",0.492,0.728,0.0852,0.749,69.992,Joyful
spotify:track:50PeqUz1BjMw9ayNTk5O4d,I've Been Thinking About You,Londonbeat,"eurodance,hip house",0.678,0.659,0.0396,0.899,113.542,Joyful
spotify:track:1NXUWyPJk5kO6DQJ5t7bDu,Apeman - 2014 Remastered Version,The Kinks,"album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter",0.683,0.728,0.259,0.833,75.311,Joyful
spotify:track:7M9t7BCy51ITF8IMyiemzk,I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello","canadian pop,pop,viral pop,dance pop,pop",0.685,0.767,0.0974,0.722,113.827,Joyful
spotify:track:4C76SOnBa9eQDwOwe11hPz,Walk Like a Man,Frankie Valli & The Four Seasons,"adult standards,bubblegum pop,doo-wop,lounge,northern soul,rock-and-roll,rockabilly",0.681,0.64,0.0346,0.966,117.884,Joyful
spotify:track:57paCKftbvFgAeG023x354,Paralyzer,Finger Eleven,"alternative metal,canadian rock,funk metal,nu metal,post-grunge",0.644,0.939,0.0447,0.882,106.013,Joyful
spotify:track:7IsEXPk6qqt30FfQv4SZMa,The Way,Fastball,"pop rock,post-grunge",0.646,0.882,0.0346,0.908,120.837,Joyful
spotify:track:3XcjIvaZVUFAIdIYZqY9bd,We're An American Band - Remastered 2002,Grand Funk Railroad,"album rock,blues rock,classic rock,country rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.637,0.89,0.0677,0.923,127.689,Joyful
spotify:track:2BkyYZmU4JuWW2sYi9EzpC,7 Minutes,Dean Lewis,"australian pop,pop",0.613,0.739,0.0311,0.712,104.966,Joyful
spotify:track:1A4WjuUXeFEVXjwgc7eVZ6,Good People,Jack Johnson,neo mellow,0.721,0.586,0.034,0.918,176.104,Joyful
spotify:track:6aGjEZ7kq3YXgD0EDt80O5,Live While We're Young,One Direction,"boy band,pop,post-teen pop,talent show",0.658,0.837,0.0543,0.936,126.015,Joyful
spotify:track:0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),"Jason Derulo, Adam Levine, Maroon 5","dance pop,pop,deep talent show,pop",0.749,0.674,0.0366,0.711,123.055,Joyful
spotify:track:0vDSWxRlWN0LWsSQdGIPuE,Two Hearts - 2016 Remaster,Phil Collins,"rock drums,soft rock",0.568,0.912,0.0366,0.729,155.546,Joyful
spotify:track:3AzjcOeAmA57TIOr9zF1ZW,Physical,Dua Lipa,"dance pop,pop,uk pop",0.647,0.844,0.0457,0.746,146.967,Joyful
spotify:track:3KzIRHURM1dMrHhTOEVKIo,(Glad I'm Not) a Kennedy,Shona Laing,classic nz pop,0.687,0.587,0.0319,0.804,112.311,Joyful
spotify:track:1N7VlZoWl5EIa3XG2nK1tO,Sorry,The Easybeats,"australian rock,british blues,freakbeat,protopunk,psychedelic rock",0.541,0.887,0.0715,0.951,92.338,Joyful
spotify:track:0hb4WhqDKbFV0H17HGy47u,So Yesterday,Hilary Duff,"dance pop,pop,post-teen pop",0.562,0.799,0.0561,0.793,78.244,Joyful
spotify:track:4VgEM12OeaN3GyBV487Me7,Holiday,Green Day,"modern rock,permanent wave,punk,rock",0.552,0.89,0.0342,0.716,146.525,Joyful
spotify:track:1fn6EFBBNiDVhL3DxDDJTD,Bring It All Back,S Club 7,"dance pop,europop,talent show",0.675,0.895,0.0484,0.824,108.093,Joyful
spotify:track:5cTzvLAGCtOedIzJmz5Exg,Shout,"Joey Dee, The Starliters",australian talent show,0.437,0.434,0.055,0.876,159.842,Joyful
spotify:track:0l37J5l4eJfIdd7cea1Cl5,Everything About You,Ugly Kid Joe,"funk metal,funk rock,glam metal,hard rock",0.516,0.783,0.0646,0.775,122.603,Joyful
spotify:track:1vuU11KzqTt084vufdrzIa,Shape I'm In,Jo Jo Zep and The Falcons,australian rock,0.694,0.618,0.0575,0.737,101.004,Joyful
spotify:track:4V87hYB94wu8DFtd901riK,Satisfied,Richard Marx,"new wave pop,soft rock",0.572,0.914,0.0311,0.843,108.991,Joyful
spotify:track:4hepyFFOO9I7oZCNn3T2sz,"More, More, More",Andrea True Connection,disco,0.663,0.792,0.0311,0.847,103.009,Joyful
spotify:track:3BhBx8IT6Q6SRx3BTl1RjW,Wanna Be Up,Chantoozies,australian rock,0.685,0.831,0.0312,0.995,128.104,Joyful
spotify:track:3eKkMH08IN5qbjp8wv6cV8,If You Wanna Be Happy,Jimmy Soul,pop,0.639,0.875,0.0413,0.873,93.242,Joyful
spotify:track:61i3tMeBgaLEAaGZcBLALc,Rock Hard,Suzi Quatro,glam rock,0.39,0.873,0.0403,0.852,173.921,Joyful
spotify:track:5Nu1cp2yi4TlZF4KTmElFD,Fergalicious,"Fergie, will.i.am","dance pop,pop,dance pop,pop",0.906,0.584,0.316,0.831,129.055,Joyful
spotify:track:1dm00I58PW9kfpQ7su2opJ,Wild Horses,Gino Vannelli,"classic canadian rock,soft rock,yacht rock",0.534,0.875,0.0407,0.727,168.95,Joyful
spotify:track:0EKBV6GybPtALXUgWqWrym,The Story,Brandi Carlile,"acoustic pop,ectofolk,folk,indie folk,lilith,modern folk rock,new americana",0.544,0.5,0.026,0.177,93.621,Melancholic
spotify:track:5rEvuW4YhwobKwGL1HPrXA,Let Her Go,Passenger,"folk-pop,neo mellow",0.479,0.545,0.0688,0.244,74.897,Melancholic
spotify:track:3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray","big room,dance pop,edm,pop,pop dance,pop,new jersey underground rap,trap queen",0.602,0.91,0.0308,0.228,127.944,Melancholic
spotify:track:2C3RaGRcUWBlgKoLzQvRDS,Miss Sarajevo,"Passengers, Luciano Pavarotti","ambient pop,canzone napoletana,classical tenor,italian tenor,opera,operatic pop",0.217,0.451,0.0293,0.161,99.821,Melancholic
spotify:track:67Hna13dNDkZvBpTXRIaOJ,Teardrop,Massive Attack,"downtempo,electronica,trip hop",0.615,0.419,0.0395,0.216,76.997,Melancholic
spotify:track:3DlRZM6zKSlAZigHbJQ3cp,Beautiful Stranger,Madonna,"dance pop,pop",0.52,0.756,0.0288,0.286,122.448,Melancholic
spotify:track:57p8CBvPOxrvyCbn6ttl5r,Would You Ever,"Skrillex, Poo Bear","brostep,complextro,edm,electro,pop dance,pop r&b",0.653,0.91,0.0566,0.0921,126.047,Melancholic
spotify:track:7fGwROu7fgPGy0Ru8Q5nBJ,One,U2,"irish rock,permanent wave,rock",0.556,0.616,0.0275,0.286,90.759,Melancholic
spotify:track:4EU30QTeXezhyhmnRSMmZW,Heart And Soul,T'Pau,"new romantic,new wave pop,synthpop",0.431,0.693,0.0391,0.696,180.416,Melancholic
spotify:track:2PTvdXK3tSB7QpZEOVQ7xk,Broken,"Seether, Amy Lee","alternative metal,nu metal,post-grunge,south african rock,hel",0.45,0.607,0.0338,0.189,123.758,Melancholic
spotify:track:31PM7tDPEWzbFrdRoAE4Zn,I Know,Barbara George,new orleans soul,0.858,0.41,0.0468,0.902,124.1,Melancholic
spotify:track:4ewmL6GsJWrSfomqMF3CzV,My Kind Of Scene,Powderfinger,"australian alternative rock,australian rock",0.46,0.467,0.029,0.139,159.555,Melancholic
spotify:track:6tBD4yjOf9P8rWwUlXdJFm,Have You Ever,Brandy,"contemporary r&b,dance pop,hip pop,r&b,urban contemporary",0.698,0.533,0.0437,0.275,134.001,Melancholic
spotify:track:3ctoHckjyd13eBi2IDw2Ip,Seven Nation Army,The White Stripes,"alternative rock,blues rock,detroit rock,garage rock,modern blues rock,permanent wave,punk blues,rock",0.75,0.462,0.0779,0.309,123.865,Melancholic
spotify:track:2CJortoJwyiM7EeFvrLUZB,Never Let You Go,Evermore,"australian alternative rock,australian rock,kiwi rock",0.239,0.693,0.0349,0.157,110.643,Melancholic
spotify:track:00QHQvdiK1uvCJcIClrFyP,Symphony of Life,Tina Arena,"australian dance,australian pop",0.579,0.625,0.042,0.0464,119.961,Melancholic
spotify:track:13UzAYJ4PUO65PTnjZZ2pf,Roll With It,Oasis,"beatlesque,britpop,madchester,permanent wave,rock",0.251,0.983,0.111,0.234,126.62,Melancholic
spotify:track:59CsbfwLNCAUGbBQV3Tki4,I Want It All - Remastered 2011,Queen,"classic rock,glam rock,rock",0.398,0.834,0.0472,0.389,92.376,Melancholic
spotify:track:3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,"boy band,pop,post-teen pop,talent show",0.647,0.823,0.0762,0.396,99.933,Melancholic
spotify:track:2BDOK3tPbmgeINQqbkDaj6,If You Wanna Stay,The Griswolds,"hopebeat,indie poptimism,indie rockism,shimmer pop,stomp pop",0.545,0.933,0.0378,0.23,116.51,Melancholic
spotify:track:1mP8BJQBRZWjSQLVmxQEyG,There'll Be Sad Songs (To Make You Cry),Billy Ocean,"disco,mellow gold,new romantic,new wave pop,soft rock,yacht rock",0.563,0.458,0.0305,0.259,79.738,Melancholic
spotify:track:0Z2CgMqTyPxSMJVcZZ2rGX,Always,Bon Jovi,"glam metal,rock",0.377,0.658,0.0318,0.307,143.713,Melancholic
spotify:track:3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,"Martin Garrix, Dua Lipa","dutch edm,edm,pop,pop dance,progressive house,dance pop,pop,uk pop",0.584,0.54,0.0576,0.195,137.972,Melancholic
spotify:track:57uX2vR9j9DNiANDYfXw1i,Never Say Never,The Fray,"neo mellow,piano rock,pop,pop rock",0.23,0.492,0.0317,0.262,160.139,Melancholic
spotify:track:7LI1qAsZiRaIpSA7FaWLXa,Fire and the Flood,Vance Joy,"folk-pop,modern rock",0.6,0.79,0.0365,0.345,115.063,Melancholic
spotify:track:5xhQChGGhKLWqBqX4XhtYE,Sail,AWOLNATION,"la indie,modern alternative rock,modern rock,rock,stomp pop",0.825,0.435,0.0568,0.243,119.038,Melancholic
spotify:track:03zB9duFz1JqLxAIYvGdac,I'm In You,Peter Frampton,"album rock,british blues,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.33,0.494,0.0278,0.143,98.478,Melancholic
spotify:track:01QicLin8hNjIcUDuE0nRP,Diane,The Bachelors,british invasion,0.401,0.426,0.0315,0.395,129.86,Melancholic
spotify:track:7gLqsrsyEC4iJuQQEArjbP,Green,Alex Lloyd,"australian alternative rock,australian rock",0.402,0.647,0.0273,0.363,79.941,Melancholic
spotify:track:2Zw1UciFQWTbyMLSVJjdWX,California Dreamin',Sia,"australian dance,australian pop,pop",0.291,0.635,0.0371,0.294,111.852,Melancholic
spotify:track:4u4NyuceXP7Uzh7XFJKCr1,Hold On,Justin Bieber,"canadian pop,pop",0.658,0.634,0.0413,0.29,139.98,Melancholic
spotify:track:6lgsxp4M1RmnkivCqp6kPa,Abuse Me,Silverchair,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge",0.475,0.679,0.0319,0.33,103.653,Melancholic
spotify:track:0tDC3KJPPu5eonGTtCURpq,Headlights (feat. Ilsey),"Robin Schulz, Ilsey","deep euro house,deep house,edm,german dance,pop dance,tropical house",0.597,0.685,0.0367,0.369,122.002,Melancholic
spotify:track:7ngRS53kqxLcEt9Pythc5d,You Don't Own Me,Lesley Gore,"brill building pop,bubblegum pop,classic girl group",0.473,0.434,0.0257,0.711,94.814,Melancholic
spotify:track:1F77xTIkIud9zCbhmmSu5B,The Tears I Cried,The Glitter Band,double drumming,0.534,0.586,0.0439,0.387,131.682,Melancholic
spotify:track:0x4GHzCjY5MGQ960CHnVHz,In My Blood,The Veronicas,"australian pop,candy pop,dance pop,girl group,post-teen pop",0.538,0.809,0.0505,0.278,120.004,Melancholic
spotify:track:1bOJQnJsFW5LZOgGp4K2mb,If You Could Read My Mind,"Ultra Naté, Amber, Jocelyn Enriquez","diva house,garage house,vocal house,dutch pop,vocal house,freestyle",0.609,0.88,0.0742,0.389,126.981,Melancholic
spotify:track:4ObePnl5sf02pKfYUeGpkp,Sand in My Shoes,Dido,"dance pop,europop,lilith,neo mellow,pop rock",0.633,0.809,0.0317,0.267,125.953,Melancholic
spotify:track:30Gd3snWllczPbz2Gd0JMe,Like Toy Soldiers,Eminem,"detroit hip hop,hip hop,rap",0.52,0.768,0.359,0.398,79.178,Melancholic
spotify:track:4YGEcpYpEY6IWI49qEdwxT,Gonna Miss You,Paul Mac,electropop,0.664,0.502,0.025,0.164,95.004,Melancholic
spotify:track:1EXNyTN6Ux1sIuea1R8GqE,C'MON (feat. Travis Barker),"Amy Shark, Travis Barker","australian pop,rap rock",0.626,0.665,0.0458,0.303,122.004,Melancholic
spotify:track:2xmrfQpmS2iJExTlklLoAL,I Miss You (feat. Julia Michaels),"Clean Bandit, Julia Michaels","pop,uk dance,uk funky,pop",0.638,0.658,0.0456,0.33,105.076,Melancholic
spotify:track:2v1aJMvSWa5KLawWPDU6Pv,Strong,London Grammar,"metropopolis,nottingham indie",0.486,0.419,0.0355,0.251,76.082,Melancholic
spotify:track:135bOPTl0vo3P5o1oBJIux,Stuck In A Moment You Can't Get Out Of,U2,"irish rock,permanent wave,rock",0.527,0.61,0.0237,0.331,158.478,Melancholic
spotify:track:5yVIlYEHZxQVLyInCdldoS,Impossible,James Arthur,"pop,talent show,uk pop",0.376,0.695,0.0933,0.302,169.533,Melancholic
spotify:track:2E9wKgL8NN7Tvydqcjoh7v,Instant Karma! (We All Shine On) - Remastered 2010,"John Lennon, The Plastic Ono Band, Yoko Ono","beatlesque,classic rock,rock,beatlesque,experimental rock,experimental,experimental pop",0.624,0.931,0.116,0.141,119.887,Melancholic
spotify:track:4baNC6PNq37xOVRqoZcNY5,My Boy,Elvis Presley,"rock-and-roll,rockabilly",0.387,0.534,0.0331,0.372,92.475,Melancholic
spotify:track:1v0ufp7FLTFcykUGOmFZKa,Daffodils (feat. Kevin Parker),"Mark Ronson, Kevin Parker",pop soul,0.724,0.538,0.0381,0.282,108.945,Melancholic
spotify:track:3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,Michael Jackson,"r&b,soul",0.651,0.402,0.028,0.258,119.873,Melancholic
spotify:track:6t1FIJlZWTQfIZhsGjaulM,Video Killed The Radio Star,The Buggles,"early synthpop,new wave pop,zolo",0.675,0.61,0.085,0.344,131.037,Melancholic
spotify:track:7a8tyR4KZCq7BWUXcxIB7p,"All For Love - From ""The Three Musketeers"" Soundtrack","Bryan Adams, Sting, Rod Stewart","canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock,permanent wave,soft rock,sophisti-pop,mellow gold,soft rock",0.506,0.573,0.0282,0.0958,74.806,Melancholic
spotify:track:6IWxHgVbdKyUMydhVGXRaT,On The Road Again,Canned Heat,"blues,blues rock,classic rock,country rock,electric blues,folk rock,psychedelic rock",0.496,0.156,0.0419,0.205,129.524,Melancholic
spotify:track:5rLdjZwKEVEH0NPCVGk43s,Something's Missing (In My Life),Marcia Hines,"australian dance,australian pop,australian rock",0.377,0.524,0.0335,0.269,83.357,Melancholic
